[2025-05-04 22:15:45,069][INFO] step 0: train loss 1.5722, val loss 1.5721
[2025-05-04 22:16:07,338][INFO] iter 0: loss 1.5671
[2025-05-04 22:17:35,549][INFO] step 1000: train loss 0.6496, val loss 0.6496
[2025-05-04 22:17:35,549][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:19:03,988][INFO] step 2000: train loss 0.6494, val loss 0.6495
[2025-05-04 22:19:03,988][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:20:32,652][INFO] step 3000: train loss 0.6491, val loss 0.6491
[2025-05-04 22:20:32,652][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:22:03,376][INFO] step 4000: train loss 0.6486, val loss 0.6487
[2025-05-04 22:22:03,376][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:23:31,741][INFO] step 5000: train loss 0.6482, val loss 0.6482
[2025-05-04 22:23:31,742][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:25:00,757][INFO] step 6000: train loss 0.6476, val loss 0.6477
[2025-05-04 22:25:00,758][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:26:29,965][INFO] step 7000: train loss 0.6469, val loss 0.6469
[2025-05-04 22:26:29,965][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:27:58,575][INFO] step 8000: train loss 0.6463, val loss 0.6463
[2025-05-04 22:27:58,575][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:29:27,006][INFO] step 9000: train loss 0.6458, val loss 0.6458
[2025-05-04 22:29:27,007][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:30:56,241][INFO] step 10000: train loss 0.6454, val loss 0.6455
[2025-05-04 22:30:56,242][INFO] saving checkpoint to out/parity_weighted_1_1_120_2_parity
[2025-05-04 22:30:56,297][INFO] iter 10000: loss 0.6455
[2025-05-04 22:30:56,468][DEBUG] Loaded backend module://matplotlib_inline.backend_inline version unknown.
[2025-05-04 22:30:56,490][DEBUG] findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
[2025-05-04 22:30:56,491][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSerif-Bold.ttf', name='Liberation Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSans-BoldItalic.ttf', name='Liberation Sans', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-05-04 22:30:56,586][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSerif-Italic.ttf', name='Liberation Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationMono-Regular.ttf', name='Liberation Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf', name='Liberation Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/humor-sans/Humor-Sans.ttf', name='Humor Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSerif-Regular.ttf', name='Liberation Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSansNarrow-Italic.ttf', name='Liberation Sans Narrow', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 11.25
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationMono-Bold.ttf', name='Liberation Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSerif-BoldItalic.ttf', name='Liberation Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationMono-Italic.ttf', name='Liberation Mono', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSansNarrow-Regular.ttf', name='Liberation Sans Narrow', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSansNarrow-BoldItalic.ttf', name='Liberation Sans Narrow', style='italic', variant='normal', weight=700, stretch='condensed', size='scalable')) = 11.535
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSans-Bold.ttf', name='Liberation Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSans-Italic.ttf', name='Liberation Sans', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationSansNarrow-Bold.ttf', name='Liberation Sans Narrow', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
[2025-05-04 22:30:56,587][DEBUG] findfont: score(FontEntry(fname='/usr/share/fonts/truetype/liberation/LiberationMono-BoldItalic.ttf', name='Liberation Mono', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
[2025-05-04 22:30:56,587][DEBUG] findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0 to DejaVu Sans ('/usr/local/lib/python3.11/dist-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
